ZT	CT	LHY.1	Campo	Organ	Splice	Temperature	Light
20.5	19.81395349	0.004652601	C2	I5	FS	19	0
22.5	22.04651163	0.016779598	C2	I5	FS	18	0
22.5	22.04651163	0.177117127	C2	I5	FS	18	0
22.5	22.04651163	0.00636374	C2	I5	FS	18	0
24.5	24.22641509	0.006443174	C2	I5	FS	18	0
24.5	24.22641509	0.104637664	C2	I5	FS	18	0
24.5	24.22641509	0.014258828	C2	I5	FS	18	0
-1.5	-1.953488372	0.028510549	C2	L1	FS	10	0
-1.5	-1.953488372	0.029870536	C2	L1	FS	10	0
-1.5	-1.953488372	0.065226099	C2	L1	FS	10	0
0.5	0.226415094	0.185965433	C2	L1	FS	10	0.073333333
0.5	0.226415094	0.015752133	C2	L1	FS	10	0.073333333
0.5	0.226415094	0.176393942	C2	L1	FS	10	0.073333333
2.5	2.037735849	0.265440291	C2	L1	FS	19	1.166666667
2.5	2.037735849	0.179255756	C2	L1	FS	19	1.166666667
2.5	2.037735849	0.133058019	C2	L1	FS	19	1.166666667
4.5	3.849056604	0.76072734	C2	L1	FS	24	2.313333333
4.5	3.849056604	0.067221134	C2	L1	FS	24	2.313333333
4.5	3.849056604	0.287599559	C2	L1	FS	24	2.313333333
6.5	5.660377358	0.324666348	C2	L1	FS	26	2.786666667
6.5	5.660377358	0.091133922	C2	L1	FS	26	2.786666667
6.5	5.660377358	0.594748791	C2	L1	FS	26	2.786666667
8.5	7.471698113	0.050674726	C2	L1	FS	27	2.206666667
8.5	7.471698113	0.003573182	C2	L1	FS	27	2.206666667
8.5	7.471698113	0.017155278	C2	L1	FS	27	2.206666667
10.5	9.283018868	0.005140296	C2	L1	FS	26	0.866666667
10.5	9.283018868	0	C2	L1	FS	26	0.866666667
10.5	9.283018868	0.002264593	C2	L1	FS	26	0.866666667
12.5	11.09433962	0.003523899	C2	L1	FS	21	0
12.5	11.09433962	0	C2	L1	FS	21	0
12.5	11.09433962	0.002575759	C2	L1	FS	21	0
14.5	13.11627907	0.004751876	C2	L1	FS	18	0
14.5	13.11627907	0.003550867	C2	L1	FS	18	0
14.5	13.11627907	0.002639809	C2	L1	FS	18	0
16.5	15.34883721	0.004796774	C2	L1	FS	14	0
16.5	15.34883721	0.006145821	C2	L1	FS	14	0
16.5	15.34883721	0.006093706	C2	L1	FS	14	0
18.5	17.58139535	0.005647421	C2	L1	FS	14	0
18.5	17.58139535	0.00795108	C2	L1	FS	14	0
18.5	17.58139535	0.006372949	C2	L1	FS	14	0
20.5	19.81395349	0.009575658	C2	L1	FS	13	0
20.5	19.81395349	0.020334978	C2	L1	FS	13	0
20.5	19.81395349	0.009945916	C2	L1	FS	13	0
22.5	22.04651163	0.058541726	C2	L1	FS	12	0
22.5	22.04651163	0.090276246	C2	L1	FS	12	0
22.5	22.04651163	0.144299766	C2	L1	FS	12	0
24.5	24.22641509	0.213730281	C2	L1	FS	12	0.073333333
24.5	24.22641509	0.578203775	C2	L1	FS	12	0.073333333
24.5	24.22641509	0.60431435	C2	L1	FS	12	0.073333333
