ZT	CT	PRR37.31	Campo	Organ	Splice	Temperature	Light
-1.5	-1.44	0.003481648	C1	L1	FS	10	0
0.5	0.52173913	0	C1	L1	FS	10	0.073333333
2.5	2.608695652	0	C1	L1	FS	19	1.166666667
4.5	4.695652174	1.7380208	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.202574157	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.014902978	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.351845512	C1	L1	FS	26	0.866666667
12.5	12.96	0.55389017	C1	L1	FS	21	0
14.5	14.88	0.010121469	C1	L1	FS	18	0
16.5	16.8	0.092102594	C1	L1	FS	14	0
18.5	18.72	0.007998549	C1	L1	FS	14	0
20.5	20.64	0.004532205	C1	L1	FS	13	0
22.5	22.56	0.003994698	C1	L1	FS	12	0
24.5	24.52173913	0.059969627	C1	L1	FS	12	0.073333333
-1.5	-1.44	1.067195825	C1	L1	FS	10	0
0.5	0.52173913	0.062193006	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.150515014	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.700966231	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.740510019	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.672527001	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.534227974	C1	L1	FS	26	0.866666667
12.5	12.96	0.682700527	C1	L1	FS	21	0
14.5	14.88	0.369251701	C1	L1	FS	18	0
16.5	16.8	0.46692381	C1	L1	FS	14	0
18.5	18.72	0.225476233	C1	L1	FS	14	0
20.5	20.64	0.103911467	C1	L1	FS	13	0
22.5	22.56	0.675651864	C1	L1	FS	12	0
24.5	24.52173913	0.476028948	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.080497425	C1	L1	FS	10	0
0.5	0.52173913	0.192149604	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.299218776	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.576244253	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.566331365	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.378272372	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.425154989	C1	L1	FS	26	0.866666667
12.5	12.96	0.465355605	C1	L1	FS	21	0
14.5	14.88	0.441283177	C1	L1	FS	18	0
16.5	16.8	0.16250614	C1	L1	FS	14	0
18.5	18.72	0.112840886	C1	L1	FS	14	0
20.5	20.64	0.082073989	C1	L1	FS	13	0
22.5	22.56	0.180875633	C1	L1	FS	12	0
24.5	24.52173913	0.309649826	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.064550554	C1	L1	AS	10	0
0.5	0.52173913	0	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.021889721	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.800038282	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.075197893	C1	L1	AS	26	2.786666667
8.5	8.869565217	0.157173242	C1	L1	AS	27	2.206666667
10.5	10.95652174	0.062810729	C1	L1	AS	26	0.866666667
12.5	12.96	0.080769568	C1	L1	AS	21	0
14.5	14.88	0.027363744	C1	L1	AS	18	0
16.5	16.8	0.005300918	C1	L1	AS	14	0
18.5	18.72	0.005040524	C1	L1	AS	14	0
20.5	20.64	0.010739776	C1	L1	AS	13	0
22.5	22.56	0.017536247	C1	L1	AS	12	0
24.5	24.52173913	0.003018791	C1	L1	AS	12	0.073333333
-1.5	-1.44	0.07313729	C1	L1	AS	10	0
0.5	0.52173913	0.012644545	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.064505835	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.281041883	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.14458714	C1	L1	AS	26	2.786666667
8.5	8.869565217	0.138905491	C1	L1	AS	27	2.206666667
10.5	10.95652174	0.115215852	C1	L1	AS	26	0.866666667
12.5	12.96	0.091766087	C1	L1	AS	21	0
14.5	14.88	0.02430839	C1	L1	AS	18	0
16.5	16.8	0.025825756	C1	L1	AS	14	0
18.5	18.72	0.008581451	C1	L1	AS	14	0
20.5	20.64	0.021170684	C1	L1	AS	13	0
22.5	22.56	0.034952636	C1	L1	AS	12	0
24.5	24.52173913	0.027618912	C1	L1	AS	12	0.073333333
-1.5	-1.44	0.043456396	C1	L1	AS	10	0
0.5	0.52173913	0.040415657	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.221209787	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.269638268	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.226821826	C1	L1	AS	26	2.786666667
8.5	8.869565217	0.117851575	C1	L1	AS	27	2.206666667
10.5	10.95652174	0.085244108	C1	L1	AS	26	0.866666667
12.5	12.96	0.091077045	C1	L1	AS	21	0
14.5	14.88	0.046004025	C1	L1	AS	18	0
16.5	16.8	0.008874093	C1	L1	AS	14	0
18.5	18.72	0.013181195	C1	L1	AS	14	0
20.5	20.64	0.040508499	C1	L1	AS	13	0
22.5	22.56	0.016376609	C1	L1	AS	12	0
24.5	24.52173913	0.016359262	C1	L1	AS	12	0.073333333
