ZT	CT	PRR37.1	Campo	Organ	Splice	Temperature	Light
-1.5	-1.44	0	C1	L1	FS	10	0
0.5	0.52173913	0	C1	L1	FS	10	0.073333333
2.5	2.608695652	0	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.960250112	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.112122221	C1	L1	FS	26	2.786666667
8.5	8.869565217	0	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.162146932	C1	L1	FS	26	0.866666667
12.5	12.96	0.20101013	C1	L1	FS	21	0
14.5	14.88	0	C1	L1	FS	18	0
16.5	16.8	0.028766591	C1	L1	FS	14	0
18.5	18.72	0.006203722	C1	L1	FS	14	0
20.5	20.64	0	C1	L1	FS	13	0
22.5	22.56	0	C1	L1	FS	12	0
24.5	24.52173913	0.012342887	C1	L1	FS	12	0.073333333
-1.5	-1.44	0	C1	L1	FS	10	0
0.5	0.52173913	0.044853729	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.198753721	C1	L1	FS	19	1.166666667
4.5	4.695652174	1.427348451	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.948428	C1	L1	FS	26	2.786666667
8.5	8.869565217	1.56015506	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.903826828	C1	L1	FS	26	0.866666667
12.5	12.96	1.270707764	C1	L1	FS	21	0
14.5	14.88	0.168750675	C1	L1	FS	18	0
16.5	16.8	0.249582108	C1	L1	FS	14	0
18.5	18.72	0.05743676	C1	L1	FS	14	0
20.5	20.64	0.062028027	C1	L1	FS	13	0
22.5	22.56	0.054606389	C1	L1	FS	12	0
24.5	24.52173913	0.043648531	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.012514638	C1	L1	FS	10	0
0.5	0.52173913	0.093169012	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.025350795	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.336559143	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.214113616	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.300762173	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.376270684	C1	L1	FS	26	0.866666667
12.5	12.96	0.284942132	C1	L1	FS	21	0
14.5	14.88	0.239200364	C1	L1	FS	18	0
16.5	16.8	0.052666048	C1	L1	FS	14	0
