ZT	CT	PRR95.2	Campo	Organ	Splice	Temperature	Light
-1.5	-1.44	0.004842292	C1	L1	FS	10	0
0.5	0.52173913	0.004353919	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.069499865	C1	L1	FS	19	1.166666667
4.5	4.695652174		C1	L1	FS	24	2.313333333
6.5	6.782608696	1.947615414	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.156109784	C1	L1	FS	27	2.206666667
10.5	10.95652174	2.097100321	C1	L1	FS	26	0.866666667
12.5	12.96	0.382185502	C1	L1	FS	21	0
14.5	14.88	0.007259298	C1	L1	FS	18	0
16.5	16.8	0.040296604	C1	L1	FS	14	0
18.5	18.72	0.004014909	C1	L1	FS	14	0
20.5	20.64	0.005839572	C1	L1	FS	13	0
22.5	22.56	0.002377796	C1	L1	FS	12	0
24.5	24.52173913	0.03038178	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.149109359	C1	L1	FS	10	0
0.5	0.52173913	0.070865085	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.803400392	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.683687749	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.974082865	C1	L1	FS	26	2.786666667
8.5	8.869565217	1.235586272	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.79085762	C1	L1	FS	26	0.866666667
12.5	12.96	0.126809715	C1	L1	FS	21	0
14.5	14.88	0.024381816	C1	L1	FS	18	0
16.5	16.8	0.055366575	C1	L1	FS	14	0
18.5	18.72	0.030823903	C1	L1	FS	14	0
20.5	20.64	0.071050902	C1	L1	FS	13	0
22.5	22.56	0.045350106	C1	L1	FS	12	0
24.5	24.52173913	0.013404837	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.008491562	C1	L1	FS	10	0
0.5	0.52173913	0.097619566	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.426870708	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.629508349	C1	L1	FS	24	2.313333333
6.5	6.782608696	1.315860511	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.976895789	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.391159912	C1	L1	FS	26	0.866666667
12.5	12.96	0.160930772	C1	L1	FS	21	0
14.5	14.88	0	C1	L1	FS	18	0
16.5	16.8	0.012170496	C1	L1	FS	14	0
18.5	18.72	0	C1	L1	FS	14	0
20.5	20.64	0.016511927	C1	L1	FS	13	0
22.5	22.56	0.006649896	C1	L1	FS	12	0
24.5	24.52173913	0.02329591	C1	L1	FS	12	0.073333333
-1.5	-1.44	0	C1	L1	AS1	10	0
0.5	0.52173913	0	C1	L1	AS1	10	0.073333333
2.5	2.608695652	0	C1	L1	AS1	19	1.166666667
4.5	4.695652174	1.466088177	C1	L1	AS1	24	2.313333333
6.5	6.782608696	0.066860902	C1	L1	AS1	26	2.786666667
8.5	8.869565217	0	C1	L1	AS1	27	2.206666667
10.5	10.95652174	0.074662724	C1	L1	AS1	26	0.866666667
12.5	12.96	0	C1	L1	AS1	21	0
14.5	14.88	0	C1	L1	AS1	18	0
16.5	16.8	0	C1	L1	AS1	14	0
18.5	18.72	0	C1	L1	AS1	14	0
20.5	20.64	0	C1	L1	AS1	13	0
22.5	22.56	0	C1	L1	AS1	12	0
24.5	24.52173913	0	C1	L1	AS1	12	0.073333333
-1.5	-1.44	0	C1	L1	AS1	10	0
0.5	0.52173913	0	C1	L1	AS1	10	0.073333333
2.5	2.608695652	0.038056007	C1	L1	AS1	19	1.166666667
4.5	4.695652174	0.024338044	C1	L1	AS1	24	2.313333333
6.5	6.782608696	0.040346371	C1	L1	AS1	26	2.786666667
8.5	8.869565217	0.118205618	C1	L1	AS1	27	2.206666667
10.5	10.95652174	0.022113524	C1	L1	AS1	26	0.866666667
12.5	12.96	0	C1	L1	AS1	21	0
14.5	14.88	0	C1	L1	AS1	18	0
16.5	16.8	0	C1	L1	AS1	14	0
18.5	18.72	0	C1	L1	AS1	14	0
20.5	20.64	0	C1	L1	AS1	13	0
22.5	22.56	0	C1	L1	AS1	12	0
24.5	24.52173913	0	C1	L1	AS1	12	0.073333333
-1.5	-1.44	0	C1	L1	AS1	10	0
0.5	0.52173913	0	C1	L1	AS1	10	0.073333333
2.5	2.608695652	0	C1	L1	AS1	19	1.166666667
4.5	4.695652174	0.009733945	C1	L1	AS1	24	2.313333333
6.5	6.782608696	0.030552301	C1	L1	AS1	26	2.786666667
8.5	8.869565217	0.011451605	C1	L1	AS1	27	2.206666667
10.5	10.95652174	0.006849159	C1	L1	AS1	26	0.866666667
12.5	12.96	0	C1	L1	AS1	21	0
14.5	14.88	0	C1	L1	AS1	18	0
16.5	16.8	0	C1	L1	AS1	14	0
18.5	18.72	0	C1	L1	AS1	14	0
20.5	20.64	0	C1	L1	AS1	13	0
22.5	22.56	0	C1	L1	AS1	12	0
24.5	24.52173913	0	C1	L1	AS1	12	0.073333333
-1.5	-1.44	0	C1	L1	AS2	10	0
0.5	0.52173913	0	C1	L1	AS2	10	0.073333333
2.5	2.608695652	0	C1	L1	AS2	19	1.166666667
4.5	4.695652174	0.099725643	C1	L1	AS2	24	2.313333333
6.5	6.782608696	0.0113006	C1	L1	AS2	26	2.786666667
8.5	8.869565217	0	C1	L1	AS2	27	2.206666667
10.5	10.95652174	0.006459216	C1	L1	AS2	26	0.866666667
12.5	12.96	0	C1	L1	AS2	21	0
14.5	14.88	0	C1	L1	AS2	18	0
16.5	16.8	0	C1	L1	AS2	14	0
18.5	18.72	0	C1	L1	AS2	14	0
20.5	20.64	0	C1	L1	AS2	13	0
22.5	22.56	0	C1	L1	AS2	12	0
24.5	24.52173913	0	C1	L1	AS2	12	0.073333333
-1.5	-1.44	0	C1	L1	AS2	10	0
0.5	0.52173913	0	C1	L1	AS2	10	0.073333333
2.5	2.608695652	0	C1	L1	AS2	19	1.166666667
4.5	4.695652174	0.002065735	C1	L1	AS2	24	2.313333333
6.5	6.782608696	0.004027268	C1	L1	AS2	26	2.786666667
8.5	8.869565217	0.006982735	C1	L1	AS2	27	2.206666667
10.5	10.95652174	0	C1	L1	AS2	26	0.866666667
12.5	12.96	0	C1	L1	AS2	21	0
14.5	14.88	0	C1	L1	AS2	18	0
16.5	16.8	0	C1	L1	AS2	14	0
18.5	18.72	0	C1	L1	AS2	14	0
20.5	20.64	0	C1	L1	AS2	13	0
22.5	22.56	0	C1	L1	AS2	12	0
24.5	24.52173913	0	C1	L1	AS2	12	0.073333333
-1.5	-1.44	0	C1	L1	AS2	10	0
0.5	0.52173913	0	C1	L1	AS2	10	0.073333333
2.5	2.608695652	0	C1	L1	AS2	19	1.166666667
4.5	4.695652174	0.006316426	C1	L1	AS2	24	2.313333333
6.5	6.782608696	0.010372313	C1	L1	AS2	26	2.786666667
8.5	8.869565217	0.01802487	C1	L1	AS2	27	2.206666667
10.5	10.95652174	0.005743721	C1	L1	AS2	26	0.866666667
12.5	12.96	0	C1	L1	AS2	21	0
14.5	14.88	0	C1	L1	AS2	18	0
16.5	16.8	0	C1	L1	AS2	14	0
18.5	18.72	0	C1	L1	AS2	14	0
20.5	20.64	0	C1	L1	AS2	13	0
22.5	22.56	0	C1	L1	AS2	12	0
24.5	24.52173913	0	C1	L1	AS2	12	0.073333333
-1.5	-1.44	0.073288023	C1	L1	AS3	10	0
0.5	0.52173913	0.04334529	C1	L1	AS3	10	0.073333333
2.5	2.608695652	0.051942485	C1	L1	AS3	19	1.166666667
4.5	4.695652174	0.368404262	C1	L1	AS3	24	2.313333333
6.5	6.782608696	0.025717998	C1	L1	AS3	26	2.786666667
8.5	8.869565217	0.07317464	C1	L1	AS3	27	2.206666667
