ZT	CT	PRR95.2	Campo	Organ	Splice	Temperature	Light
10.5	10.95652174	0.030769138	C1	L1	AS3	26	0.866666667
12.5	12.96	0.031839547	C1	L1	AS3	21	0
14.5	14.88	0.035477077	C1	L1	AS3	18	0
16.5	16.8	0.039643443	C1	L1	AS3	14	0
18.5	18.72	0.034739594	C1	L1	AS3	14	0
20.5	20.64	0.045283311	C1	L1	AS3	13	0
22.5	22.56	0.030548736	C1	L1	AS3	12	0
24.5	24.52173913	0.03095415	C1	L1	AS3	12	0.073333333
-1.5	-1.44	0.058361729	C1	L1	AS3	10	0
0.5	0.52173913	0.02392752	C1	L1	AS3	10	0.073333333
2.5	2.608695652	0.022620292	C1	L1	AS3	19	1.166666667
4.5	4.695652174	0.018607295	C1	L1	AS3	24	2.313333333
6.5	6.782608696	0.020470137	C1	L1	AS3	26	2.786666667
8.5	8.869565217	0.023414679	C1	L1	AS3	27	2.206666667
10.5	10.95652174	0.021003114	C1	L1	AS3	26	0.866666667
12.5	12.96	0.02201977	C1	L1	AS3	21	0
14.5	14.88	0.021133787	C1	L1	AS3	18	0
16.5	16.8	0.019887503	C1	L1	AS3	14	0
18.5	18.72	0.018334187	C1	L1	AS3	14	0
20.5	20.64	0.020254828	C1	L1	AS3	13	0
22.5	22.56	0.019916094	C1	L1	AS3	12	0
24.5	24.52173913	0.01826865	C1	L1	AS3	12	0.073333333
-1.5	-1.44	0.036954819	C1	L1	AS3	10	0
0.5	0.52173913	0.04003457	C1	L1	AS3	10	0.073333333
2.5	2.608695652	0.021966908	C1	L1	AS3	19	1.166666667
4.5	4.695652174	0.028729767	C1	L1	AS3	24	2.313333333
6.5	6.782608696	0.035463873	C1	L1	AS3	26	2.786666667
8.5	8.869565217	0.048566105	C1	L1	AS3	27	2.206666667
10.5	10.95652174	0.026188631	C1	L1	AS3	26	0.866666667
12.5	12.96	0.065639601	C1	L1	AS3	21	0
14.5	14.88	0	C1	L1	AS3	18	0
16.5	16.8	0.050788626	C1	L1	AS3	14	0
18.5	18.72	0.138464144	C1	L1	AS3	14	0
20.5	20.64	0.131438366	C1	L1	AS3	13	0
22.5	22.56	0.029538974	C1	L1	AS3	12	0
24.5	24.52173913	0.018444266	C1	L1	AS3	12	0.073333333
